Store ID,Store name,Country name,Country short name,Year,actual_turnover,predicted_turnover,residual,pct_diff,abs_pct_diff,performance_flag
3176,Store 48,Österreich,AT,2023,708502.5004499891,708496.8992967302,5.601153258932754,7.905684928886187e-06,7.905684928886187e-06,In line
3177,Store 49,Österreich,AT,2023,718140.9010499901,719022.3897843658,-881.4887343756855,-0.0012259545000261301,0.0012259545000261301,In line
3178,Store 50,Österreich,AT,2023,830716.3129499874,830906.4943715251,-190.18142153776716,-0.0002288842641452877,0.0002288842641452877,In line
3180,Store 51,Österreich,AT,2023,596519.6197499927,596135.1056775542,384.5140724385856,0.0006450116236680195,0.0006450116236680195,In line
3181,Store 52,Österreich,AT,2023,700085.150549991,698877.9097432168,1207.2408067742363,0.001727398720068006,0.001727398720068006,In line
3182,Store 53,Österreich,AT,2023,709922.27654999,711977.9179467617,-2055.6413967716508,-0.0028872263380019065,0.0028872263380019065,In line
3184,Store 54,Österreich,AT,2023,588965.6974499937,580529.4820587307,8436.215391263016,0.014531932747576713,0.014531932747576713,In line
3185,Store 55,Österreich,AT,2023,375088.45769999817,373819.6539855131,1268.8037144850823,0.003394159993883717,0.003394159993883717,In line
3186,Store 56,Österreich,AT,2023,386714.1730499982,387777.65340548684,-1063.4803554886603,-0.0027425003636726134,0.0027425003636726134,In line
3189,Store 57,Österreich,AT,2023,677385.7186499911,678021.1758131405,-635.4571631493745,-0.0009372231809534274,0.0009372231809534274,In line
3191,Store 59,Österreich,AT,2023,788793.7949999882,778196.3879221065,10597.407077881624,0.013617908335681416,0.013617908335681416,In line
3192,Store 60,Österreich,AT,2023,715773.1819499909,711859.58170861,3913.60024138086,0.005497713793480747,0.005497713793480747,In line
3193,Store 61,Österreich,AT,2023,439907.6263499973,438479.920417545,1427.7059324522852,0.003256034919666889,0.003256034919666889,In line
3194,Store 62,Österreich,AT,2023,462124.90979999636,461616.94338927994,507.9664107164135,0.0011004067723052514,0.0011004067723052514,In line
3196,Store 63,Österreich,AT,2023,559486.5290999938,559071.5078875012,415.0212124926038,0.000742340124004524,0.000742340124004524,In line
101,Store 64,Deutschland,DE,2023,309272.0656499991,312309.297354575,-3037.231704575941,-0.009725076167449706,0.009725076167449706,In line
1013,Store 66,Deutschland,DE,2023,354843.81179999816,355924.2158002409,-1080.4040002427646,-0.003035488882973703,0.003035488882973703,In line
1015,Store 67,Deutschland,DE,2023,527636.1667499946,524479.0366430557,3157.1301069388865,0.006019554427086724,0.006019554427086724,In line
1017,Store 68,Deutschland,DE,2023,317452.63634999905,318211.8492017821,-759.2128517830279,-0.0023858723478948816,0.0023858723478948816,In line
1019,Store 69,Deutschland,DE,2023,634325.0129999919,632844.702476542,1480.310523449909,0.0023391371021309615,0.0023391371021309615,In line
102,Store 70,Deutschland,DE,2023,408977.7236999982,412898.1833826133,-3920.4596826150664,-0.00949497924766155,0.00949497924766155,In line
1025,Store 71,Deutschland,DE,2023,401640.7031999982,400728.56727459026,912.1359254079289,0.002276193912531592,0.002276193912531592,In line
1044,Store 72,Deutschland,DE,2023,467448.06779999554,465588.29939901363,1859.7684009819059,0.00399444832136571,0.00399444832136571,In line
1045,Store 73,Deutschland,DE,2023,532521.2807999945,531385.3823864841,1135.898413510411,0.002137616974725617,0.002137616974725617,In line
105,Store 74,Deutschland,DE,2023,336275.6471999991,338129.2341178481,-1853.5869178490248,-0.0054818889667581795,0.0054818889667581795,In line
1050,Store 75,Deutschland,DE,2023,277462.25999999995,278290.7229891942,-828.4629891942604,-0.002976969481035949,0.002976969481035949,In line
1056,Store 76,Deutschland,DE,2023,401444.89379999816,401301.2091880013,143.68461199686863,0.0003580467955419376,0.0003580467955419376,In line
1058,Store 77,Deutschland,DE,2023,451159.49834999646,448168.4425556039,2991.055794392538,0.006673954500983053,0.006673954500983053,In line
1059,Store 78,Deutschland,DE,2023,890975.6959499855,888345.0468538126,2630.649096172885,0.0029612920176565003,0.0029612920176565003,In line
1060,Store 79,Deutschland,DE,2023,468931.8986999964,468023.00928817847,908.8894118179451,0.0019419759152446059,0.0019419759152446059,In line
1068,Store 82,Deutschland,DE,2023,583028.4662999937,581066.2844809142,1962.1818190794438,0.0033768640024129533,0.0033768640024129533,In line
1073,Store 83,Deutschland,DE,2023,393587.2457999981,392765.4408483083,821.8049516897881,0.002092355554284067,0.002092355554284067,In line
1074,Store 84,Deutschland,DE,2023,240079.31009999994,241027.56322446,-948.2531244600541,-0.003934210310946808,0.003934210310946808,In line
1088,Store 85,Deutschland,DE,2023,281186.14995,279928.67506104003,1257.4748889599578,0.004492126034196955,0.004492126034196955,In line
1096,Store 87,Deutschland,DE,2023,636295.4027999927,636239.3100646704,56.09273532230873,8.816295132189677e-05,8.816295132189677e-05,In line
1097,Store 88,Deutschland,DE,2023,422374.2772499972,422566.0297941703,-191.7525441730977,-0.00045378125701798453,0.00045378125701798453,In line
110,Store 89,Deutschland,DE,2023,417305.7832499973,418506.0205878977,-1200.2373379003839,-0.0028679093701312747,0.0028679093701312747,In line
1107,Store 91,Deutschland,DE,2023,390717.9746999981,392154.0308774356,-1436.05617743748,-0.0036619696965101635,0.0036619696965101635,In line
1109,Store 92,Deutschland,DE,2023,530276.4589499945,528010.4627826179,2265.9961673766375,0.004291574366604075,0.004291574366604075,In line
1112,Store 93,Deutschland,DE,2023,484467.3746999964,483079.2280282615,1388.1466717348667,0.002873538316687167,0.002873538316687167,In line
1114,Store 94,Deutschland,DE,2023,350652.7178999981,351338.41537258896,-685.6974725908367,-0.0019516723551669267,0.0019516723551669267,In line
1132,Store 96,Deutschland,DE,2023,407315.72519999737,405897.449218637,1418.275981360348,0.003494173181158358,0.003494173181158358,In line
1139,Store 98,Deutschland,DE,2023,194269.58189999996,195346.0694817256,-1076.4875817256398,-0.005510669268041474,0.005510669268041474,In line
114,Store 99,Deutschland,DE,2023,603896.1884999936,604356.9852427928,-460.7967427991098,-0.0007624578751480643,0.0007624578751480643,In line
